algoritmo,array_nombre,n,time_ms,mem_est_bytes,input_type
stdsort,1000_descendente_D1_a.txt,1000,0.009327,8310,descendente
stdsort,1000_descendente_D1_b.txt,1000,0.008984,8310,descendente
stdsort,1000_descendente_D1_c.txt,1000,0.006972,8310,descendente
stdsort,1000_descendente_D7_a.txt,1000,0.004748,8310,descendente
stdsort,1000_descendente_D7_b.txt,1000,0.007646,8310,descendente
stdsort,1000_descendente_D7_c.txt,1000,0.004573,8310,descendente
stdsort,10_aleatorio_D1_a.txt,10,0.000989,8306,aleatorio
stdsort,10_aleatorio_D1_b.txt,10,0.001069,8306,aleatorio
stdsort,10_aleatorio_D1_c.txt,10,0.00076,8306,aleatorio
stdsort,10_aleatorio_D7_a.txt,10,0.000749,8306,aleatorio
stdsort,10_aleatorio_D7_b.txt,10,0.00087,8306,aleatorio
stdsort,10_aleatorio_D7_c.txt,10,0.001503,8306,aleatorio
stdsort,10_ascendente_D1_a.txt,10,0.000832,8307,ascendente
stdsort,10_ascendente_D1_b.txt,10,0.000972,8307,ascendente
stdsort,10_ascendente_D1_c.txt,10,0.000747,8307,ascendente
stdsort,10_ascendente_D7_a.txt,10,0.0011,8307,ascendente
stdsort,10_ascendente_D7_b.txt,10,0.000736,8307,ascendente
stdsort,10_ascendente_D7_c.txt,10,0.001111,8307,ascendente
stdsort,10_descendente_D1_a.txt,10,0.001079,8308,descendente
stdsort,10_descendente_D1_b.txt,10,0.000878,8308,descendente
stdsort,10_descendente_D1_c.txt,10,0.00093,8308,descendente
stdsort,10_descendente_D7_a.txt,10,0.000864,8308,descendente
stdsort,10_descendente_D7_b.txt,10,0.001756,8308,descendente
stdsort,10_descendente_D7_c.txt,10,0.001343,8308,descendente
